5.753488540649414062e-01,2.404367774724960327e-01,5.528958514332771301e-03,1.786854565143585205e-01
5.730562806129455566e-01,2.434761673212051392e-01,5.562950856983661652e-03,1.779045760631561279e-01
5.861455202102661133e-01,2.359540760517120361e-01,5.233899690210819244e-03,1.726664900779724121e-01
5.584281086921691895e-01,2.564407885074615479e-01,5.939888302236795425e-03,1.791911572217941284e-01
5.433322787284851074e-01,2.643968164920806885e-01,6.423016078770160675e-03,1.858479231595993042e-01
5.748063921928405762e-01,2.427132874727249146e-01,5.559320095926523209e-03,1.769209951162338257e-01
5.559334754943847656e-01,2.537785470485687256e-01,6.149949971586465836e-03,1.841379851102828979e-01
5.444865226745605469e-01,2.570068240165710449e-01,6.686363369226455688e-03,1.918202638626098633e-01
5.493786931037902832e-01,2.566712796688079834e-01,6.353548727929592133e-03,1.875964850187301636e-01
5.669459104537963867e-01,2.486280202865600586e-01,5.784480366855859756e-03,1.786415874958038330e-01
5.478634834289550781e-01,2.586367130279541016e-01,6.378035992383956909e-03,1.871217638254165649e-01
5.722016096115112305e-01,8.526514470577239990e-02,1.909476665673537354e-08,3.425332605838775635e-01
5.530461072921752930e-01,2.562490105628967285e-01,6.225784309208393097e-03,1.844790875911712646e-01
5.546509027481079102e-01,2.560909688472747803e-01,6.181184202432632446e-03,1.830769181251525879e-01
5.591946244239807129e-01,2.572238147258758545e-01,5.743560381233692169e-03,1.778380125761032104e-01
5.204727649688720703e-01,2.756823599338531494e-01,7.126044016331434250e-03,1.967188566923141479e-01
5.505266785621643066e-01,2.588723301887512207e-01,6.216997746378183365e-03,1.843840479850769043e-01
5.792735219001770020e-01,2.394998073577880859e-01,5.439713597297668457e-03,1.757869273424148560e-01
5.783881545066833496e-01,2.397292703390121460e-01,5.464096553623676300e-03,1.764185130596160889e-01
5.361965298652648926e-01,2.637898325920104980e-01,6.959671620279550552e-03,1.930539608001708984e-01
5.623580813407897949e-01,2.506440579891204834e-01,5.906507372856140137e-03,1.810914129018783569e-01
5.354699492454528809e-01,2.641978561878204346e-01,6.891114637255668640e-03,1.934410780668258667e-01
5.428645014762878418e-01,2.602428495883941650e-01,6.514247041195631027e-03,1.903783977031707764e-01
5.363364219665527344e-01,2.653342187404632568e-01,6.852317601442337036e-03,1.914770901203155518e-01
5.315790176391601562e-01,2.672943472862243652e-01,7.022673729807138443e-03,1.941039562225341797e-01
5.455217361450195312e-01,2.615070343017578125e-01,6.374982651323080063e-03,1.865962445735931396e-01
6.597547531127929688e-01,2.343251183629035950e-02,1.833131953524191893e-12,3.168127536773681641e-01
5.597853064537048340e-01,9.288544952869415283e-02,6.206372660244596773e-08,3.473291993141174316e-01
5.606892704963684082e-01,2.515468895435333252e-01,5.928594153374433517e-03,1.818352490663528442e-01
5.431184768676757812e-01,2.623558342456817627e-01,6.448033731430768967e-03,1.880776435136795044e-01
5.597660541534423828e-01,2.524715662002563477e-01,5.980879068374633789e-03,1.817814856767654419e-01
5.448074936866760254e-01,2.607794702053070068e-01,6.462185643613338470e-03,1.879508197307586670e-01
5.403090119361877441e-01,2.624310255050659180e-01,6.692228838801383972e-03,1.905676573514938354e-01
5.568640828132629395e-01,2.550572454929351807e-01,6.007938180118799210e-03,1.820707023143768311e-01
5.743592977523803711e-01,2.443795949220657349e-01,5.520946811884641647e-03,1.757401823997497559e-01
5.507006049156188965e-01,2.572661340236663818e-01,6.420183926820755005e-03,1.856130808591842651e-01
5.871705412864685059e-01,2.339610904455184937e-01,5.180758424103260040e-03,1.736875623464584351e-01
5.506101846694946289e-01,2.572060823440551758e-01,6.261601578444242477e-03,1.859221160411834717e-01
